"Identifier","fullStatement","humanCodingScheme","IsRelatedTo","","","","","","","","","","","",""
"a84f703c-598d-4f54-82f7-f4f3d6499170","Identify the relationship between an illustration and the information in a text with prompting and support.","OLO.K.TF.7","CCSS.ELA-Literacy.RI.K.7","","","","","","","","","","","",""
"3dea317a-4f92-4844-b78a-d2d760355b1f","Describe the relationship between an illustration and the information in a text with prompting and support.","OLO.K.TF.8","CCSS.ELA-Literacy.RI.K.7","","","","","","","","","","","",""
"20994ed4-62c7-4302-a1bc-32296049bc18","Compare and contrast illustrations of two texts on the same topic with prompting and support.","OLO.K.TF.9","CCSS.ELA-Literacy.RI.K.9","","","","","","","","","","","",""
"455406a3-19ad-40b9-82c4-f8f4a372327f","Vocabulary:Acquire words in the 1-2 grade band.","OLO.1-2.V","CCSS.ELA-Literacy.RL.1.4","","","","","","","","","","","",""
"cfe2f138-9485-460e-b8cc-cc417b0965f5","Understand the meaning of words and phrases in a literary text.","OLO.1-2.V.1","CCSS.ELA-Literacy.RL.1.4","","","","","","","","","","","",""
"9e3a2ca8-b920-41e6-823a-7a03e7e7d3e7","Determine the meaning of words and phrases that are specific to a topic or subject in the 1-2 grade band.","OLO.1-2.V.10","CCSS.ELA-Literacy.RI.2.4","","","","","","","","","","","",""
"12f9f1d4-b9e2-4cba-b3fc-c604c250db9f","Use context clues to determine the meaning of unknown words in a text.","OLO.1-2.V.11","CCSS.ELA-Literacy.RI.2.4","","","","","","","","","","","",""
"815c382f-fa35-4efc-8f79-2704e1189df9","Use restatement as a strategy for recognizing and understanding a word.","OLO.1-2.V.12","CCSS.ELA-Literacy.RF.1.4c,CCSS.ELA-Literacy.RF.2.4c","","","","","","","","","","","",""
"25652be5-a44e-41c9-99d1-d29457099dd2","Use definitions as a strategy for recognizing and understanding a word.","OLO.1-2.V.13","CCSS.ELA-Literacy.RF.1.4c,CCSS.ELA-Literacy.RF.2.4c","","","","","","","","","","","",""
"705e30b0-5d66-4a13-987b-ca27ed8be526","Use contrast as a strategy for recognizing and understanding a word.","OLO.1-2.V.14","CCSS.ELA-Literacy.RF.2.4c","","","","","","","","","","","",""
"5058f51c-5212-4eba-b536-e342cfdcfb57","Use roots and affixes as a strategy for recognizing and understanding a word.","OLO.1-2.V.15","CCSS.ELA-Literacy.RF.2.4c","","","","","","","","","","","",""
"adaf815e-51e2-4cdf-abdb-278dbd71329d","Use context strategies to confirm or self-correct word recognition and understanding.","OLO.1-2.V.16","CCSS.ELA-Literacy.RF.1.4c","","","","","","","","","","","",""
"69a6b287-e58a-4fbf-ac5f-b4c2fe97d88b","Determine and clarify the meaning of unknown words and phrases.","OLO.1-2.V.17","CCSS.ELA-Literacy.L.1.4,CCSS.ELA-Literacy.L.2.4","","","","","","","","","","","",""
"b5fc0792-5da3-4e44-9e6e-3855d1466205","Determine and clarify the specific meaning of multiple-meaning words and phrases.","OLO.1-2.V.18","CCSS.ELA-Literacy.L.1.4,CCSS.ELA-Literacy.L.2.4","","","","","","","","","","","",""
"499bda74-5f51-4484-854d-7035c0fcd75b","Use sentence-level context as a clue to the meaning of a word or phrase.","OLO.1-2.V.19","CCSS.ELA-Literacy.L.1.4a,CCSS.ELA-Literacy.L.2.4a","","","","","","","","","","","",""
"577808bf-3c87-4538-934d-7b21def7d1e5","Identify words that show how a character feels.","OLO.1-2.V.2","CCSS.ELA-Literacy.RL.1.4","","","","","","","","","","","",""
"423d92e8-75c4-4518-9b2d-679805c82bf1","Use frequently occurring prefixes as a clue to the meaning of a word.","OLO.1-2.V.20","CCSS.ELA-Literacy.L.1.4b","","","","","","","","","","","",""
"90a6aafb-b6ba-4c16-9c21-1850ca9c4bb6","Use frequently occurring suffixes as a clue to the meaning of a word.","OLO.1-2.V.21","CCSS.ELA-Literacy.L.1.4b","","","","","","","","","","","",""
"5d63ae78-03fc-4674-9b2b-4e5d094b0344","Identify frequently occurring inflectional forms of root words.","OLO.1-2.V.22","CCSS.ELA-Literacy.L.1.4c","","","","","","","","","","","",""
"5c09ebd7-2ff9-4b5c-8895-935d0e10af7d","Determine the meaning of the newly formed word when a known prefix is added to a known word.","OLO.1-2.V.23","CCSS.ELA-Literacy.L.2.4b","","","","","","","","","","","",""
"8464444e-9f58-4fe3-915f-cb072e4cc5b0","Use a known root word as a clue to the meaning of an unknown word with the same root.","OLO.1-2.V.24","CCSS.ELA-Literacy.L.2.4c","","","","","","","","","","","",""
"356037a4-4155-478d-8435-aafd2d27d668","Use knowledge of the meaning of individual words to predict the meaning of compound words.","OLO.1-2.V.25","CCSS.ELA-Literacy.L.2.4d","","","","","","","","","","","",""
"177e21d6-da29-42fc-8eeb-2c2cd9452bd1","Use glossaries and beginning dictionaries in print to determine or clarify the meaning of words and phrases.","OLO.1-2.V.26","CCSS.ELA-Literacy.L.2.4e","","","","","","","","","","","",""
"9de39073-a940-4bb2-8d09-808e87f75623","Demonstrate understanding of word relationships, with guidance and support from adults.","OLO.1-2.V.27","CCSS.ELA-Literacy.L.1.5","","","","","","","","","","","",""
"3f415f13-b7a8-4956-964e-23353a7966e4","Demonstrate understanding of nuances in word meanings, with guidance and support from adults.","OLO.1-2.V.28","CCSS.ELA-Literacy.L.1.5","","","","","","","","","","","",""
"f1cec5b0-6d7d-4f57-a31f-8c7569f46be1","Identify and describe word relationships.","OLO.1-2.V.29","CCSS.ELA-Literacy.L.2.5","","","","","","","","","","","",""
"5e2088aa-1d71-458b-b191-7ef64dbe7880","Understand the meaning of words for feelings.","OLO.1-2.V.3","CCSS.ELA-Literacy.RL.1.4","","","","","","","","","","","",""
"77c3a086-0885-4f29-8957-0858863eba17","Identify nuances in word meanings.","OLO.1-2.V.30","CCSS.ELA-Literacy.L.2.5","","","","","","","","","","","",""
"f68fe99d-1461-4124-adcf-b1f2fa33ad32","Identify categories to which words belong.","OLO.1-2.V.31","CCSS.ELA-Literacy.L.1.5a","","","","","","","","","","","",""
"b1481645-2c6a-4864-b0cb-8b34ecdc2131","Sort words into categories to gain a sense of the concepts the categories represent.","OLO.1-2.V.32","CCSS.ELA-Literacy.L.1.5a","","","","","","","","","","","",""
"039dcd4f-3e9d-4923-a301-ae1f20a21e1f","Define words by category and by one or more key attributes.","OLO.1-2.V.33","CCSS.ELA-Literacy.L.1.5b","","","","","","","","","","","",""
"8060f17e-6797-42fb-a621-9f9056909d93","Identify real-life connections between words and their use.","OLO.1-2.V.34","CCSS.ELA-Literacy.L.1.5c,CCSS.ELA-Literacy.L.2.5a","","","","","","","","","","","",""
"3a591a33-2cd4-4e24-9b2f-f02f1b6148e8","Distinguish shades of similar meaning among verbs differing in manner (e.g. look, peek, glance, stare, scowl, glare) by acting out their meanings.","OLO.1-2.V.35","CCSS.ELA-Literacy.L.1.5d","","","","","","","","","","","",""
"93940d0a-6334-4e40-876c-b98d13decbdc","Distinguish shades of similar meaning among adjectives of differing manner (eg. large, enormous, gigantic) by defining or choosing them.","OLO.1-2.V.36","CCSS.ELA-Literacy.L.1.5d","","","","","","","","","","","",""
"d94d5c7f-2100-43f5-8640-c64037b3a367","Distinguish shades of meaning among closely related verbs (e.g., toss, throw, hurl).","OLO.1-2.V.37","CCSS.ELA-Literacy.L.2.5b","","","","","","","","","","","",""
"e9ba8f16-36f3-4feb-8e7c-639ef158ba49","Distinguish shades of meaning among closely related adjectives (e.g., thin, slender, skinny, scrawny).","OLO.1-2.V.38","CCSS.ELA-Literacy.L.2.5b","","","","","","","","","","","",""
"cf38b593-daa3-404f-8621-43fa9fd7e64c","Use frequently occurring subordinating conjunctions to signal simple relationships.","OLO.1-2.V.39","CCSS.ELA-Literacy.L.1.6","","","","","","","","","","","",""
"4cbf4ab6-f57c-418b-a3c0-e742a7c07fc9","Identify words that appeal to the five senses.","OLO.1-2.V.4","CCSS.ELA-Literacy.RL.1.4","","","","","","","","","","","",""
"c7c4fe5a-9af1-4f7e-9ce0-dbc2c37b1dd2","Use words and phrases acquired through conversations.","OLO.1-2.V.40","CCSS.ELA-Literacy.L.1.6,CCSS.ELA-Literacy.L.2.6","","","","","","","","","","","",""
"4dd84f29-1942-4234-9de4-4641db6741f6","Use words and phrases acquired by reading and responding to texts.","OLO.1-2.V.41","CCSS.ELA-Literacy.L.1.6,CCSS.ELA-Literacy.L.2.6","","","","","","","","","","","",""
"52a1c0a0-8787-48a8-b381-6bbea192d039","Use words and phrases acquired by listening to texts read aloud.","OLO.1-2.V.42","CCSS.ELA-Literacy.L.1.6,CCSS.ELA-Literacy.L.2.6","","","","","","","","","","","",""
"ba40b997-9763-4617-855c-670855cf56bb","Use linking words (e.g., because, and, also) to connect an opinion, reasons, and facts.","OLO.1-2.V.44","CCSS.ELA-Literacy.W.2.1","","","","","","","","","","","",""
"e41e7346-d7be-4db2-8b87-1c5a93d67d64","Use temporal words to show the transitions from one event to another in a sequence.","OLO.1-2.V.45","CCSS.ELA-Literacy.W.1.3,CCSS.ELA-Literacy.W.2.3","","","","","","","","","","","",""
"976dbf4a-4753-4748-8a23-0f30602a6be9","Revise word choice as needed with guidance and support from adults and peers.","OLO.1-2.V.46","CCSS.ELA-Literacy.W.2.5","","","","","","","","","","","",""
"05735a5e-7586-426c-aea1-303acf74ab84","Understand the meaning of words for the senses.","OLO.1-2.V.5","CCSS.ELA-Literacy.RL.1.4","","","","","","","","","","","",""
"d237d054-5eff-4687-9570-81527c9206c3","Ask questions to find and clarify the meaning of words and phrases in a text.","OLO.1-2.V.6","CCSS.ELA-Literacy.RI.1.4","","","","","","","","","","","",""
"073caa7e-552f-4c8c-8fdf-c178a389cee4","Answer questions to show understanding of words and phrases in a text.","OLO.1-2.V.7","CCSS.ELA-Literacy.RI.1.4","","","","","","","","","","","",""
"42bbe9e5-f2ac-4593-9c44-101e415e1c9d","Identify unknown words and phrases in a text.","OLO.1-2.V.8","CCSS.ELA-Literacy.RI.1.4","","","","","","","","","","","",""
"638a41a6-71f7-4881-a03b-4417a643813a","Identify words that are specific to a certain subject.","OLO.1-2.V.9","CCSS.ELA-Literacy.RI.1.4","","","","","","","","","","","",""
"844b5ab5-3e01-4b85-97f1-3dabca3b85bf","Vocabulary: Infer and analyze the meaning of words in the 11-12 grade band.","OLO.11-12.V","CCSS.ELA-Literacy.RL.11-12.4","","","","","","","","","","","",""
"7dfae9cd-528d-4f0f-9578-b47075b3f976","Determine the literal and denotative meaning of words and phrases in a literary text.","OLO.11-12.V.1","CCSS.ELA-Literacy.RL.11-12.4","","","","","","","","","","","",""
"06252747-8128-4f76-b020-6a6d388354fb","Determine the meaning of unknown words and phrases based on grades 11-CCR reading and content.","OLO.11-12.V.10","CCSS.ELA-Literacy.L.11-12.4","","","","","","","","","","","",""
"446f2d51-3737-4a87-8be8-e7ad66356090","Determine the most relevant meaning of multiple-meaning words and phrases based on grades 11-CCR reading and content.","OLO.11-12.V.11","CCSS.ELA-Literacy.L.11-12.4","","","","","","","","","","","",""
"6c19951c-6fc1-453c-ad47-1f25a6c1f3b7","Infer the meaning of a particular word or phrase by using context clues within the sentence or paragraph.","OLO.11-12.V.12","CCSS.ELA-Literacy.L.11-12.4a","","","","","","","","","","","",""
"e19f52c6-623d-46e0-a1a8-1d157fd28f53","Infer the meaning of a word from its placement in a sentence and its part of speech.","OLO.11-12.V.13","CCSS.ELA-Literacy.L.11-12.4a","","","","","","","","","","","",""
"77658199-531f-4a88-a4ce-d528876cb26d","Identify and use inflections to convey parts of speech and indicate meaning.","OLO.11-12.V.14","CCSS.ELA-Literacy.L.11-12.4b","","","","","","","","","","","",""
"ef792d40-a815-4226-a0a4-ed88237466fc","Find and use the correct pronunciation of a word by consulting appropriate print or digital reference materials.","OLO.11-12.V.15","CCSS.ELA-Literacy.L.11-12.4c","","","","","","","","","","","",""
"3df45ddb-1f56-44fd-8d9f-45011d3f8fbf","Determine the definition, part of speech, and standard usage of a word by consulting appropriate print or digital reference materials.","OLO.11-12.V.16","CCSS.ELA-Literacy.L.11-12.4c","","","","","","","","","","","",""
"9dd9e1d3-d4f9-4c73-9dab-db5eec3c62d0","Determine the etymology of a word by consulting appropriate print or digital materials.","OLO.11-12.V.17","CCSS.ELA-Literacy.L.11-12.4c","","","","","","","","","","","",""
"7497a123-206a-4d89-a9b0-ebbff5a7c0f3","Verify an inference about the meaning of a word or phrase by consulting appropriate print or digital materials.","OLO.11-12.V.18","CCSS.ELA-Literacy.L.11-12.4d","","","","","","","","","","","",""
"2b3822a5-190e-412c-ba54-4158f24adf9d","Comprehend and interpret the meanings of words and figurative language.","OLO.11-12.V.19","CCSS.ELA-Literacy.L.11-12.5","","","","","","","","","","","",""
"cff399b0-fd55-4f9d-8070-258f82e9944a","Determine the figurative and connotative meaning of words and phrases in a literary text.","OLO.11-12.V.2","CCSS.ELA-Literacy.RL.11-12.4","","","","","","","","","","","",""
"ec09774d-71dc-4c1d-879e-6f2af24b6385","Identify and interpret figures of speech in a text.","OLO.11-12.V.20","CCSS.ELA-Literacy.L.11-12.5a","","","","","","","","","","","",""
"3516ce37-cedf-4b0d-8710-615fc7590ade","Analyze the role played by figures of speech in a text.","OLO.11-12.V.21","CCSS.ELA-Literacy.L.11-12.5a","","","","","","","","","","","",""
"a9d28fa4-0ef8-4cc7-817e-5e8b794c236b","Determine the differing connotations and nuances among words that share the same denotation.","OLO.11-12.V.22","CCSS.ELA-Literacy.L.11-12.5b","","","","","","","","","","","",""
"9e3e1a0f-ee4b-4433-a3fa-95275cdc964a","Acquire general academic words and phrases independently that are important to comprehension and expression at grades 11-CCR.","OLO.11-12.V.23","CCSS.ELA-Literacy.L.11-12.6","","","","","","","","","","","",""
"5a8b464f-aa5f-40f9-b682-17185805b121","Acquire domain-specific words and phrases independently that are important to comprehension and expression at grades 11-CCR.","OLO.11-12.V.24","CCSS.ELA-Literacy.L.11-12.6","","","","","","","","","","","",""
"e3f4bf7e-62e3-4d2e-b1e2-f0d6b21a5512","Use both general academic and domain-specific words and phrases accurately at grades 11-CCR.","OLO.11-12.V.25","CCSS.ELA-Literacy.L.11-12.6","","","","","","","","","","","",""
"b193400c-5e83-4353-823e-7514ceb30528","Analyze how the diction of the author can impact the meaning in a literary text.","OLO.11-12.V.3","CCSS.ELA-Literacy.RL.11-12.4","","","","","","","","","","","",""
"b95ac96a-47db-4fe2-b578-0132873bdb9f","Analyze how the diction the author uses can impact the tone in a literary text.","OLO.11-12.V.4","CCSS.ELA-Literacy.RL.11-12.4","","","","","","","","","","","",""
"8e20bd16-df45-4ba5-a804-aa05c5f1b8b8","Analyze changes in the language chosen by authors from one time period to the next.","OLO.11-12.V.5","CCSS.ELA-Literacy.RL.11-12.4","","","","","","","","","","","",""
"396b39ed-5519-489d-8e7b-150bba222740","Analyze the language that authors from different cultures have chosen.","OLO.11-12.V.6","CCSS.ELA-Literacy.RL.11-12.4","","","","","","","","","","","",""
"b29f255e-b920-4f5a-adda-fbd124f3b76f","Use precise, academic language appropriate to grades 11-CCR.","OLO.11-12.V.7","CCSS.ELA-Literacy.W.11-12.2d","","","","","","","","","","","",""
"05b6619c-dc05-4f9c-b877-4aaf17d47fdc","Use domain-specific vocabulary pertinent to the subject areas in grades 11-CCR.","OLO.11-12.V.8","CCSS.ELA-Literacy.W.11-12.2d","","","","","","","","","","","",""
"966191c1-40f1-4a29-b7e2-150f980b36b1","Use introductory words, phrases, and clauses to build transitions in a text.","OLO.11-12.V.9","CCSS.ELA-Literacy.L.11-12.3a","","","","","","","","","","","",""
"4f41d346-80e2-4678-9203-e014fe88c312","Vocabluary: Acquire words in the 3-4 grade band.","OLO.3-4.V","CCSS.ELA-Literacy.RL.3.4","","","","","","","","","","","",""
"784a3fa6-0e48-4df2-b4ed-d3624d9e863c","Determine the literal meaning of words and phrases as they are used in a text.","OLO.3-4.V.1","CCSS.ELA-Literacy.RL.3.4,CCSS.ELA-Literacy.RL.4.4","","","","","","","","","","","",""
"482ada32-bbb2-460f-a3c7-b57149c56377","Determine the meaning of domain-specific words and phrases relevant to informative texts within the grade band.","OLO.3-4.V.10","CCSS.ELA-Literacy.RI.3.4,CCSS.ELA-Literacy.RI.4.4","","","","","","","","","","","",""
"2c41153a-95bd-4be0-b37c-cc517fedfac2","Identify homonyms and homographs.","OLO.3-4.V.11","CCSS.ELA-Literacy.L.4.1g","","","","","","","","","","","",""
"70219745-f22c-4d49-ad2d-3c0a37b688d8","Correctly use frequently confused words (e.g., to, too, two; there, their).","OLO.3-4.V.12","CCSS.ELA-Literacy.L.4.1g","","","","","","","","","","","",""
"8197587f-6b2f-4a67-b641-012e78c8bf0d","Recognize different shades of meaning of words and phrases.","OLO.3-4.V.13","CCSS.ELA-Literacy.L.3.3a,CCSS.ELA-Literacy.L.4.3a","","","","","","","","","","","",""
